hotel_name,description,city,hotel_score,url_hotel,lat,lon
Hôtel Spa L'Ermitage,"Offrant une vue panoramique sur la montagne, l'Hôtel Spa L'Ermitage est installé dans un parc de 2 hectares dans le parc naturel régional du Verdon. Il propose un bar, un restaurant, 3 terrasses et une piscine extérieure ouverte en saison.Dotées d'un balcon et donnant sur la piscine, les chambres comprennent une télévision à écran plat. Certaines sont équipées de la climatisation. Leur salle de bains privative est pourvue d'une baignoire, d'articles de toilette gratuits et d'un sèche-cheveux.Le petit-déjeuner, le déjeuner et le dîner peuvent être réservés à l'arrivée. Le restaurant sert une cuisine locale et traditionnelle, tandis que le bar propose une grande sélection de cocktails tout au long de l'année.Vous séjournerez à 800 mètres du lac de Sainte-Croix et à 5 km des gorges du Verdon. Dans les environs, vous aurez la possibilité de pratiquer diverses activités de plein air comme la randonnée, le parapente, le canyoning ou encore la natation dans le lac. Enfin, l'Hôtel Spa L'Ermitage met gratuitement à votre disposition une connexion Wi-Fi et un parking sur place. ",Gorges du Verdon,"8,0",https://www.booking.com/hotel/fr/ha-tel-l-ermitage.fr.html?aid=304142&label=gen173nr-1FCAQoggJCF3NlYXJjaF9nb3JnZXMgZHUgdmVyZG9uSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEGiAIBqAIDuALw-uOeBsACAdICJGZhZmRhNjNiLTI1NTgtNDdhYy04N2FhLTY2ODc5YTZhMzJmOdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=28ab51b8c6d7035c&srepoch=1675165041&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.77414234,6.21725589
Terres de France - Résidence Côté Provence,"Situé à Gréoux-les-Bains, Le Terres de France - Résidence Côté Provence propose des hébergements avec une terrasse ou un balcon, une connexion Wi-Fi gratuite, une télévision à écran plat, une piscine extérieure ouverte en saison et un jardin.Tous les logements comprennent la climatisation, une salle de bains privative ainsi qu'une cuisine équipée d'un réfrigérateur, d'un lave-vaisselle, d'un micro-ondes et de plaques de cuisson. Un grille-pain, une machine à café et une bouilloire sont également fournis.Vous séjournerez à 19 km d'ITER/Cadarache et à 23 km du golf du Luberon. L'aéroport de Marseille-Provence, le plus proche, est implanté à 90 km. ",Gorges du Verdon,"7,5",https://www.booking.com/hotel/fr/residence-cote-provence.fr.html?aid=304142&label=gen173nr-1FCAQoggJCF3NlYXJjaF9nb3JnZXMgZHUgdmVyZG9uSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEGiAIBqAIDuALw-uOeBsACAdICJGZhZmRhNjNiLTI1NTgtNDdhYy04N2FhLTY2ODc5YTZhMzJmOdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=28ab51b8c6d7035c&srepoch=1675165041&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.757202,5.89661
Appart T3 au coeur de Gréoux-les-Bains,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Appart T3 au coeur de Gréoux-les-Bains ! L'Appart T3 au coeur de Gréoux-les-Bains est situé à Gréoux-les-Bains, à 18 km d'ITER/Cadarache et à 22 km du golf du Luberon, dans une région où vous pourrez faire du vélo. Offrant une vue sur la montagne, il dispose d'un casino et d'une connexion Wi-Fi gratuite dans l'ensemble de ses locaux.Cet appartement de 2 chambres comprend un salon avec une télévision par satellite à écran plat, une cuisine entièrement équipée avec un réfrigérateur et un four ainsi qu'une salle de bains pourvue d'une douche. Les serviettes et le linge de lit sont fournis.L'aéroport de Marseille-Provence, le plus proche, est implanté à 89 km. ",Gorges du Verdon,"8,0",https://www.booking.com/hotel/fr/appart-t3-au-coeur-de-greoux-les-bains.fr.html?aid=304142&label=gen173nr-1FCAQoggJCF3NlYXJjaF9nb3JnZXMgZHUgdmVyZG9uSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEGiAIBqAIDuALw-uOeBsACAdICJGZhZmRhNjNiLTI1NTgtNDdhYy04N2FhLTY2ODc5YTZhMzJmOdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=28ab51b8c6d7035c&srepoch=1675165041&from=searchresults#hotelTmpl,43.7588382,5.8844546
Le Petit Grillo - Gite proche des gorges du Verdon,"Situé à Allemagne-en-Provence, à 31 km d'ITER / Cadarache et à 35 km du golf du Luberon, l'établissement Le Petit Grillo - Gite proche des gorges du Verdon propose un hébergement climatisé avec une terrasse et une connexion Wi-Fi gratuite. Offrant une vue sur le jardin, il se trouve à 45 km du parcours de golf de Digne et à 2,1 km d'Allemagne-en-Provence.Cet appartement comprend une chambre, une télévision à écran plat, un lave-linge et une salle de bains pourvue d'une douche. Sa cuisine est équipée d'un micro-ondes et d'un lave-vaisselle. Pour plus de commodité, l'établissement peut fournir des serviettes et du linge de lit moyennant des frais supplémentaires.Vous pourrez profiter d'une terrasse. Lors de votre séjour, vous pourrez profiter d'un jardin avec un barbecue. La région est prisée pour pratiquer la randonnée et la plongée avec tuba.Vous séjournerez à 7,9 km d'Albiosc et à 10 km de Montagnac. L'aéroport de Marseille-Provence, le plus proche, est implanté à 102 km. ",Gorges du Verdon,"9,1",https://www.booking.com/hotel/fr/le-petit-grillo-gite-proche-du-verdon.fr.html?aid=304142&label=gen173nr-1FCAQoggJCF3NlYXJjaF9nb3JnZXMgZHUgdmVyZG9uSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEGiAIBqAIDuALw-uOeBsACAdICJGZhZmRhNjNiLTI1NTgtNDdhYy04N2FhLTY2ODc5YTZhMzJmOdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=28ab51b8c6d7035c&srepoch=1675165041&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.79256561,6.02551939
Residence de Plein Air Panoramique à la Porte des Gorges du Verdon,"L’établissement Residence de Plein Air Panoramique à la Porte des Gorges du Verdon vous accueille au cœur des gorges du Verdon, à seulement 1 km de Castellane. Il propose une piscine chauffée pour les enfants, une piscine à débordement chauffée également et un terrain de volley-ball. Une connexion Wi-Fi est fournie gratuitement sur l’ensemble de son terrain.Les mobile homes de l’établissement Résidence de Plein Air Panoramique disposent d'une terrasse privée offrant une vue panoramique sur Castellane. Leur kitchenette est équipée d’une cuisinière et d’un réfrigérateur-congélateur. Les serviettes de toilette et le linge de lit sont fournis.Des viennoiseries et du pain frais sont proposés sur commande 24 heures à l’avance. Boutiques, boulangeries et restaurants vous attendent dans le centre-ville de Castellane.Le parking privé sur place est gratuit. Vous pourrez acheter du miel, des épices et des objets artisanaux locaux sur le marché organisé une fois par semaine dans le centre-ville. ",Gorges du Verdon,"8,6",https://www.booking.com/hotel/fr/camping-panoramique-du-verdon.fr.html?aid=304142&label=gen173nr-1FCAQoggJCF3NlYXJjaF9nb3JnZXMgZHUgdmVyZG9uSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEGiAIBqAIDuALw-uOeBsACAdICJGZhZmRhNjNiLTI1NTgtNDdhYy04N2FhLTY2ODc5YTZhMzJmOdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=28ab51b8c6d7035c&srepoch=1675165041&from=searchresults#hotelTmpl,43.83927457,6.49366021
Camping La Ferme de Castellane,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Camping La Ferme de Castellane ! Installé dans le village de Castellane, le Camping La Ferme de Castellane se situe sur les berges de la rivière, à 5 minutes de route des gorges du Verdon. L’établissement comprend un terrain de pétanque et une connexion Wi-Fi gratuite dans les parties communes. Sur place, vous pourrez également jouer au ping-pong.Décorés avec simplicité avec un mobilier en bois, tous les chalets et les mobile homes incluent une télévision par câble et une terrasse privée. Leur salle de bains privative est munie d’une douche. Établis en lisière de la forêt, tous les types d'hébergements offrent une vue sur la montagne.Les kitchenettes du Camping La Ferme de Castellane sont équipées d’un micro-ondes, d’un réfrigérateur et de plaques de cuisson. Sur place, vous profiterez également d’un barbecue. La propriété dispose d'une piscine chauffée ainsi que d'hébergements insolites.Une laverie et une aire de jeux pour enfants sont également à votre disposition. Vous pourrez regarder les chaînes du bouquet Canal+ dans la salle de télévision pourvue d’une bibliothèque, d’un baby-foot et de jeux de société.Le camping se trouve à 2,3 km du cœur de Castellane et à 65 km de Grasse. Il marque le point de départ du sentier de randonnée GR 4. Sur place, le stationnement privé est gratuit. ",Gorges du Verdon,"8,8",https://www.booking.com/hotel/fr/camping-la-ferme-de-castellane.fr.html?aid=304142&label=gen173nr-1FCAQoggJCF3NlYXJjaF9nb3JnZXMgZHUgdmVyZG9uSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEGiAIBqAIDuALw-uOeBsACAdICJGZhZmRhNjNiLTI1NTgtNDdhYy04N2FhLTY2ODc5YTZhMzJmOdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=28ab51b8c6d7035c&srepoch=1675165041&from=searchresults#hotelTmpl,43.83862066,6.54142499
ANA LOCATION - Résidence Lou Cigaloun,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement ANA LOCATION - Résidence Lou Cigaloun ! Situé à Gréoux-les-Bains, en Provence-Alpes-Côte d'Azur, à moins de 18 km de l'ITER/Cadarache, l'ANA LOCATION - Résidence Lou Cigaloun propose des hébergements avec une connexion Wi-Fi gratuite, un barbecue, un jardin et un parking privé gratuit.Tous les logements disposent d'une cuisine entièrement équipée avec machine à café, d'un salon avec télévision à écran plat ainsi que d'une salle de bains privative avec sèche-cheveux et douche. Un réfrigérateur, un four, un micro-ondes et une bouilloire sont également fournis.Vous pourrez profiter d'une terrasse sur place et pratiquer la randonnée et la pêche dans les environs.Le parcours de golf du Luberon se trouve à 23 km. L'aéroport de Marseille-Provence, le plus proche, est implanté à 80 km. ",Gorges du Verdon,"9,1",https://www.booking.com/hotel/fr/residence-lou-cigaloun-greoux-les-bains.fr.html?aid=304142&label=gen173nr-1FCAQoggJCF3NlYXJjaF9nb3JnZXMgZHUgdmVyZG9uSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEGiAIBqAIDuALw-uOeBsACAdICJGZhZmRhNjNiLTI1NTgtNDdhYy04N2FhLTY2ODc5YTZhMzJmOdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=28ab51b8c6d7035c&srepoch=1675165041&from=searchresults#hotelTmpl,43.7562956,5.8805005999999995
Atipik Hôtel Alexandra,"Installé à 200 mètres des rives du lac d'Annecy, l'Atipik Hôtel Alexandra se trouve à l'entrée de la vieille ville médiévale ainsi que de ses rues piétonnes et commerçantes. Ses chambres avec salle de bains privative possèdent une connexion Wi-Fi gratuite.Tous les hébergements sont munis d'une télévision numérique terrestre à écran plat avec des chaînes internationales ainsi que d'une salle de bains privative pourvue d'une douche.Vous pourrez commencer votre journée avec un petit-déjeuner buffet avant de visiter les environs.La gare TGV d'Annecy est à 250 mètres de l'Alexandra Hotel. ",Annecy,"8,3",https://www.booking.com/hotel/fr/hotelalexandra.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbm5lY3lIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQaIAgGoAgO4Au76454GwAIB0gIkYzNmZjAxZmUtOThmYS00OWU3LWFjMzEtN2QyNjFlZTNmNzJl2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=dade51b7060c003f&srepoch=1675165040&from=searchresults#hotelTmpl,45.90122721,6.12507373
Sommeiller - Grand T4 de 130m pour 6 personnes avec parking,"Doté d'une connexion Wi-Fi gratuite, le Sommeiller - Grand T4 de 130m pour 6 personnes avec parking est situé dans le centre d'Annecy, à 37 km du lac du Bourget et à 38 km du stade de Genève. Situé à 32 km de Rochexpo, l'établissement dispose d'un casino et d'un parking privé gratuit.L'appartement comprend 3 chambres, 3 salles de bains, du linge de lit, des serviettes, une télévision, un coin repas, une cuisine entièrement équipée et un balcon avec vue sur la ville.Vous séjournerez à 41 km du jet d'eau et à 42 km de la gare de Cornavin. L'aéroport international de Genève, le plus proche, est à 42 km. ",Annecy,"9,0",https://www.booking.com/hotel/fr/sommeiller-grand-t4-de-130m-pour-6-personnes-avec-parking.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbm5lY3lIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQaIAgGoAgO4Au76454GwAIB0gIkYzNmZjAxZmUtOThmYS00OWU3LWFjMzEtN2QyNjFlZTNmNzJl2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=dade51b7060c003f&srepoch=1675165040&from=searchresults#hotelTmpl,45.9026437,6.1268332
La Clorinde,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement La Clorinde ! Située au cœur d'une oliveraie, à 800 mètres du village de Moustiers, La Clorinde est idéalement située pour découvrir les Gorges du Verdon (1.5Km) et apprécier la beauté du lac de Sainte Croix (3Km) et des champs de lavande.Les chambres spacieuses, lumineuses, calmes et climatisées offrent une vue sur le jardin et les montagnes.Petit déjeuner (3 formules), dîner, préparé avec des produits locaux, sera servi sur la terrasse et vous fera apprécier les charmes de la gastronomie provençale.Nous vous proposons gratuitement un parking et un accès Wifi très puissant. Un service de blanchisserie est également assuré.Nous parlons 3 langues: français, anglais, espagnolToutes vos demandes sont les bienvenues. La Clorinde, havre de paix, fera tout son possible pour que votre séjour en Provence soit une expérience inoubliable. ",Gorges du Verdon,"9,1",https://www.booking.com/hotel/fr/holiday-home-la-clorinde.fr.html?aid=304142&label=gen173nr-1FCAQoggJCF3NlYXJjaF9nb3JnZXMgZHUgdmVyZG9uSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEGiAIBqAIDuALw-uOeBsACAdICJGZhZmRhNjNiLTI1NTgtNDdhYy04N2FhLTY2ODc5YTZhMzJmOdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=28ab51b8c6d7035c&srepoch=1675165041&from=searchresults#hotelTmpl,43.83828039,6.22067034
Le gite du grand cèdre - proche des gorges du Verdon,"Le gite du grand cèdre - proche des gorges du Verdon est situé à Allemagne-en-Provence, à 29 km d'ITER / Cadarache et à 34 km du golf du Luberon, dans une région propice à la randonnée. Cette maison de vacances dispose d'un jardin, d'un barbecue, ainsi que d'une connexion Wi-Fi et d'un parking privé gratuits.Offrant une vue sur le jardin, cette maison de vacances dispose d'une terrasse, de 2 chambres, d'un salon, d'une télévision à écran plat, d'une cuisine équipée avec un réfrigérateur et un four, ainsi que de 2 salles de bains avec une douche.Le parcours de golf de Digne se trouve à 44 km. L'aéroport de Marseille-Provence, le plus proche, est implanté à 101 km. ",Gorges du Verdon,"9,3",https://www.booking.com/hotel/fr/le-gite-du-grand-cedre.fr.html?aid=304142&label=gen173nr-1FCAQoggJCF3NlYXJjaF9nb3JnZXMgZHUgdmVyZG9uSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEGiAIBqAIDuALw-uOeBsACAdICJGZhZmRhNjNiLTI1NTgtNDdhYy04N2FhLTY2ODc5YTZhMzJmOdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=28ab51b8c6d7035c&srepoch=1675165041&from=searchresults#hotelTmpl,43.77929309,6.00733668
Aparthotel Adagio Annecy Centre,"Doté dune salle de sport, l'Aparthotel Adagio Annecy Centre propose des studios et des appartements munis d'une connexion Wi-Fi gratuite, dans le centre d'Annecy. L’établissement est situé à 1 km du lac d'Annecy, à 3 minutes à pied de la gare et bénéficie d'une réception ouverte 24h/24.Ses appartements climatisés comprennent tous une télévision par satellite. Tous les hébergements disposent d'un coin salon et d'une salle de bains privative avec sèche-cheveux. Les appartements possèdent également une cuisine équipée d'un micro-ondes, d'un réfrigérateur et d'une bouilloire.De plus, un petit-déjeuner buffet complet vous sera servi tous les matins moyennant des frais supplémentaires.Par ailleurs, cet établissement comporte un parking privé sur place et se trouve à 500 mètres du château et de la vieille ville. Enfin, l'Auditorium Seynod vous attend à 5 km. ",Annecy,"8,3",https://www.booking.com/hotel/fr/adagio-city-aparthotel-annecy-centre.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbm5lY3lIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQaIAgGoAgO4Au76454GwAIB0gIkYzNmZjAxZmUtOThmYS00OWU3LWFjMzEtN2QyNjFlZTNmNzJl2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=dade51b7060c003f&srepoch=1675165040&from=searchresults#hotelTmpl,45.90320198,6.12267315
Best Western Plus Hotel Carlton Annecy,"Le Best Western Carlton Annecy est installé dans le centre d'Annecy, aux portes de la ville médiévale. Le lac d'Annecy se trouve à 10 minutes à pied.Toutes les chambres sont insonorisées et climatisées. Elles sont munies d'une télévision à écran plat, d'un bureau et d'une machine à café. Chacune bénéficie d'une salle de bains privative, tandis que plusieurs offrent une vue sur la montagne.Vous aurez l'opportunité de vous détendre avec un verre en soirée au bar sur place. Vous dégusterez également un petit-déjeuner buffet dans le confort de votre chambre ou dans la salle à manger.De plus, vous disposerez d'un garage privé sur réservation préalable et moyennant des frais supplémentaires. Cet hôtel vous place à 200 mètres de la gare, d'un arrêt de bus et d'une station de taxis. ",Annecy,"8,3",https://www.booking.com/hotel/fr/bestwesterncarlton.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbm5lY3lIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQaIAgGoAgO4Au76454GwAIB0gIkYzNmZjAxZmUtOThmYS00OWU3LWFjMzEtN2QyNjFlZTNmNzJl2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=dade51b7060c003f&srepoch=1675165040&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,45.90034806,6.1223942
Séjours & Affaires Annecy Le Pont Neuf,"L'établissement Séjours & Affaires Annecy Le Pont Neuf se situe à 3 km du lac d'Annecy et à 1 km du centre-ville historique. Il se trouve à 45 minutes de route des domaines skiables de La Clusaz et du Grand Bornand.Les appartements, confortables et pourvus d'une connexion Wi-Fi gratuite et d'équipements modernes, offrent un cadre idéal pour les séjours de courte ou de longue durée. Le petit-déjeuner buffet est servi du lundi au vendredi, moyennant un supplément.Le Séjours & Affaires Annecy Le Pont Neuf se trouve à Cran-Gevrier, à proximité de commerces, restaurants et transports en commun.La gare d'Annecy se trouve à 15 minutes à pied. Un parking est proposé moyennant un supplément. Le domaine skiable du Semnoz se situe à 30 minutes de route. ",Annecy,"7,2",https://www.booking.com/hotel/fr/sejours-affaires-annecy-le-pont-neuf.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbm5lY3lIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQaIAgGoAgO4Au76454GwAIB0gIkYzNmZjAxZmUtOThmYS00OWU3LWFjMzEtN2QyNjFlZTNmNzJl2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=dade51b7060c003f&srepoch=1675165040&from=searchresults#hotelTmpl,45.89719347,6.11080974
Rivage Hôtel & Spa Annecy,"Établissement 4 étoiles, le Rivage Hôtel & Spa Annecy vous accueille à Annecy, à 2,1 km du palais de l’Isle et à 2,2 km du château d’Annecy. Cet hôtel est situé près de plusieurs lieux d’intérêt prisés, comme le pont des Amours, à environ 1,7 km, et le centre culturel de Bonlieu, à environ 1,8 km. Vous séjournerez également à proximité d’attractions populaires telles que l’école supérieure d’art, l’hôtel de ville et le palais de justice d’Annecy.Toutes les chambres de l’hôtel disposent d’une télévision à écran plat. Chaque logement est équipé de la climatisation et certains bénéficient également d’un balcon.Tous les matins, vous pourrez savourer un petit-déjeuner buffet sur place. L’hôtel possède un restaurant ouvert pour le déjeuner et le dîner, agrémenté d’une terrasse donnant sur le lac d’Annecy.L’établissement comporte une piscine intérieure, un sauna, un hammam, un bain à remous et une salle de sport accessible gratuitement. Des massages spa et des séances de yoga sont disponibles moyennant des frais supplémentaires.Vous trouverez 2 parkings privés (intérieur et extérieur) sur place, accessibles moyennant un supplément.Parlant français et anglais, le personnel de la réception est à votre disposition 24h/24.Le Rivage Hôtel & Spa Annecy se trouve à 2 km du palais de justice d’Annecy et à 2,1 km de l’église Saint-François. L’aéroport de Chambéry-Savoie-Mont-Blanc est implanté à 37 km. ",Annecy,"8,9",https://www.booking.com/hotel/fr/rivage-amp-spa-annecy.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbm5lY3lIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQaIAgGoAgO4Au76454GwAIB0gIkYzNmZjAxZmUtOThmYS00OWU3LWFjMzEtN2QyNjFlZTNmNzJl2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=dade51b7060c003f&srepoch=1675165040&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,45.905699,6.151953
Les Ilots - Joseph Blanc apartment 2 rooms on the lake wifi & balcony,"Situé en plein cœur d'Annecy, à environ 37 km de Rochexpo, l'appartement Les Ilots - Joseph Blanc 2 rooms on the lake wifi & balcony propose une connexion Wi-Fi gratuite, la climatisation et des équipements ménagers tels qu'une machine à café et un lave-vaisselle. Doté d'un casino, il se trouve à 38 km du lac du Bourget.L'appartement comprend 2 chambres, une cuisine avec réfrigérateur et four, ainsi que 2 salles de bains avec douche, articles de toilette gratuits et lave-linge. Les serviettes et le linge de lit sont fournis.Vous séjournerez à 43 km du stade de Genève et à 46 km du jet d'eau. L'aéroport de Chambéry-Savoie, le plus proche, est implanté à 43 km. ",Annecy,"9,1",https://www.booking.com/hotel/fr/les-ilots-joseph-blanc-apt-2-ch-au-bord-du-lac-wifi-climatisation.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbm5lY3lIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQaIAgGoAgO4Au76454GwAIB0gIkYzNmZjAxZmUtOThmYS00OWU3LWFjMzEtN2QyNjFlZTNmNzJl2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=dade51b7060c003f&srepoch=1675165040&from=searchresults#hotelTmpl,45.900074599999996,6.1276379
Impérial Palace,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Impérial Palace ! Situé au cœur des Alpes françaises, l'Impérial Palace est un hôtel 4 étoiles au bord du lac d'Annecy, à environ 1,5 km du centre d'Annecy. Il propose des hébergements climatisés, un spa et un casino. La connexion Wi-Fi est gratuite.Toutes les chambres sont dotées d'un minibar et d'une télévision par satellite à écran plat. La plupart sont pourvues d'un balcon offrant une vue sur le lac et les montagnes environnantes ou le parc. Un plateau de courtoisie avec du thé est prévu dans chaque chambre.Sur place, le restaurant gastronomique La Voile prépare une cuisine française traditionnelle. Les repas sont servis sur une terrasse ombragée surplombant le lac. Le restaurant La Brasserie vous accueille quant à lui dans un cadre plus décontracté. L'établissement comporte également un bar et un salon où vous dégusterez des pâtisseries faites maison, des collations et un petit-déjeuner buffet complet.Le spa sur place de 600 m² compte une piscine, une douche sensorielle, un sauna, un hammam, une fontaine de glace, une baignoire spa et des salles de soins privées. De plus, l'Impérial Palace possède un centre d'affaires.Le stationnement privé sur place est gratuit. Des bornes de recharge pour véhicules électriques sont présentes. L'aéroport international de Genève est installé à 40 km et la gare ferroviaire d'Annecy à 1,5 km. Le château d'Annecy est à 2 km. ",Annecy,"8,5",https://www.booking.com/hotel/fr/imperial-palace.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbm5lY3lIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQaIAgGoAgO4Au76454GwAIB0gIkYzNmZjAxZmUtOThmYS00OWU3LWFjMzEtN2QyNjFlZTNmNzJl2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=dade51b7060c003f&srepoch=1675165040&from=searchresults#hotelTmpl,45.90374699,6.14469409
Hôtel du Nord,"Situé dans le centre d'Annecy, l'Hôtel du Nord propose un hébergement 2 étoiles, une réception ouverte 24h/24 et 7 j/7 et une connxion Wi-Fi gratuite, à quelques minutes du lac, de boutiques, de bars, de restaurants et de la gare.Non-fumeurs, les chambres climatisées de l'Hôtel du Nord comprennent une salle de bains privative.Un petit-déjeuner continental est servi chaque matin à l'Hôtel du Nord.Parlant anglais, espagnol et français, le personnel de la réception se fera un plaisir de vous donner des conseils pratiques sur la région.Un parking voisin est gratuit la nuit. L'aéroport de Chambéry-Savoie est implanté à 35 km. ",Annecy,"8,3",https://www.booking.com/hotel/fr/hoteldunordannecy.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbm5lY3lIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQaIAgGoAgO4Au76454GwAIB0gIkYzNmZjAxZmUtOThmYS00OWU3LWFjMzEtN2QyNjFlZTNmNzJl2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=dade51b7060c003f&srepoch=1675165040&from=searchresults#hotelTmpl,45.90205968,6.12464726
